Player,FPTS,ROST,Year,Week
Jeff Foreman (LV),0.0,0.0%,2024,8
Jermaine Jackson (FA),0.0,0.0%,2024,8
Terique Owens (SF),0.0,0.0%,2024,8
JaQuae Jackson (NE),0.0,0.0%,2024,8
Ajou Ajou (IND),0.0,0.0%,2024,8
Anthony Gould (IND),0.0,0.0%,2024,8
Tulu Griffin (GB),0.0,0.0%,2024,8
Dayton Wade (BAL),0.0,0.0%,2024,8
Tejhaun Palmer (ARI),0.0,0.0%,2024,8
Casey Washington (ATL),0.0,0.0%,2024,8
Drake Stoops (LAR),0.0,0.0%,2024,8
Xavier Johnson (HOU),0.0,0.0%,2024,8
Brandon Smith (NYJ),0.0,0.0%,2024,8
Michael Strachan (WAS),0.0,0.0%,2024,8
Simi Fehoko (LAC),0.0,1.0%,2024,8
Terrace Marshall Jr. (LV),0.0,0.0%,2024,8
Austin Trammell (JAC),0.0,0.0%,2024,8
Samori Toure (CHI),0.0,0.0%,2024,8
Erik Ezukanma (MIA),0.0,0.0%,2024,8
Michael Woods II (CLE),0.0,0.1%,2024,8
Kyle Philips (PHI),0.0,0.0%,2024,8
Skyy Moore (KC),0.0,0.1%,2024,8
Xavier Weaver (ARI),0.0,0.0%,2024,8
Michael Bandy (DEN),0.0,0.0%,2024,8
Jameson Williams (DET),0.0,86.4%,2024,8
Malik Cunningham (BAL),0.0,0.0%,2024,8
Collin Johnson (CHI),0.0,0.0%,2024,8
Kearis Jackson (HOU),0.0,0.0%,2024,8
Ronnie Bell (DET),0.0,0.0%,2024,8
Cornelius Johnson (GB),0.0,0.0%,2024,8
Treylon Burks (TEN),0.0,1.4%,2024,8
Ontaria Wilson (NYJ),0.0,0.0%,2024,8
Jonathan Mingo (DAL),0.0,1.3%,2024,8
Quentin Johnston (LAC),0.0,52.7%,2024,8
Jahan Dotson (PHI),0.0,7.0%,2024,8
David Bell (CLE),0.0,0.0%,2024,8
Rashee Rice (KC),0.0,32.0%,2024,8
Ramel Keyton (LV),0.0,0.0%,2024,8
Jordan Whittington (LAR),0.0,1.6%,2024,8
Ainias Smith (PHI),0.0,0.1%,2024,8
Makai Polk (ATL),0.0,0.0%,2024,8
Kevin Austin Jr. (NO),0.0,0.2%,2024,8
Rashid Shaheed (NO),0.0,20.4%,2024,8
Lance McCutcheon (PIT),0.0,0.0%,2024,8
Kaden Davis (CLE),0.0,0.0%,2024,8
Montrell Washington (KC),0.0,0.0%,2024,8
Dareke Young (SEA),0.0,0.0%,2024,8
Tyreik McAllister (LV),0.0,0.0%,2024,8
Kendric Pryor (CIN),0.0,0.0%,2024,8
Dennis Houston (TB),0.0,0.0%,2024,8
Irvin Charles (NYJ),0.0,0.0%,2024,8
Tay Martin (TEN),0.0,0.0%,2024,8
Jalen Virgil (BUF),0.0,0.0%,2024,8
Johnny Johnson III (HOU),0.0,0.0%,2024,8
Velus Jones Jr. (CAR),0.0,0.1%,2024,8
Bo Melton (GB),0.0,0.6%,2024,8
Justin Shorter (LV),0.0,0.0%,2024,8
Deven Thompkins (CAR),0.0,0.0%,2024,8
Danny Gray (PHI),0.0,0.0%,2024,8
Brandon Johnson (PIT),0.0,0.0%,2024,8
Britain Covey (PHI),0.0,0.1%,2024,8
A.T. Perry (DEN),0.0,2.3%,2024,8
Mitchell Tinsley (WAS),0.0,0.0%,2024,8
Patrick Edwards (DET),0.0,0.0%,2024,8
Allen Robinson II (DET),0.0,0.1%,2024,8
Odell Beckham Jr. (FA),0.0,2.6%,2024,8
Jordan Matthews (CAR),0.0,0.0%,2024,8
Mike Evans (TB),0.0,98.6%,2024,8
Brandin Cooks (DAL),0.0,25.4%,2024,8
Kenny McKinley (DEN),0.0,0.0%,2024,8
Mike Furrey (WAS),0.0,0.0%,2024,8
Maurice Purify (CIN),0.0,0.0%,2024,8
Nate Hughes (JAC),0.0,0.0%,2024,8
Marko Mitchell (MIN),0.0,0.0%,2024,8
Bobby Wade (WAS),0.0,0.0%,2024,8
Chris Henry (CIN),0.0,0.0%,2024,8
Demario Ballard (DET),0.0,0.0%,2024,8
Rod Harper (PHI),0.0,0.0%,2024,8
Sam Giguere (NYG),0.0,0.0%,2024,8
Adam Thielen (CAR),0.0,70.1%,2024,8
Justin Hardee Sr. (TEN),0.0,0.0%,2024,8
Zach Pascal (ARI),0.0,0.0%,2024,8
Kendrick Bourne (NE),0.0,2.0%,2024,8
Mike Williams (PIT),0.0,13.6%,2024,8
Chris Godwin (TB),0.0,36.7%,2024,8
JuJu Smith-Schuster (KC),0.0,3.8%,2024,8
Curtis Samuel (BUF),0.0,10.4%,2024,8
Josh Reynolds (JAC),0.0,4.4%,2024,8
Tim Patrick (DET),0.0,4.7%,2024,8
Mack Hollins (BUF),0.0,0.8%,2024,8
Trent Taylor (SF),0.0,0.0%,2024,8
KhaDarel Hodge (ATL),0.0,0.1%,2024,8
DK Metcalf (SEA),0.0,96.7%,2024,8
Marquise Brown (KC),0.0,33.2%,2024,8
Kelvin Harmon (DAL),0.0,0.0%,2024,8
Brandon Powell (MIN),0.0,0.1%,2024,8
Dante Pettis (NO),0.0,0.1%,2024,8
Braxton Berrios (MIA),0.0,0.2%,2024,8
Cedrick Wilson Jr. (NO),0.0,0.7%,2024,8
DJ Chark Jr. (LAC),0.0,2.4%,2024,8
Allen Lazard (NYJ),0.0,9.6%,2024,8
Equanimeous St. Brown (FA),0.0,0.0%,2024,8
River Cracraft (MIA),0.0,0.1%,2024,8
Anthony Miller (BAL),0.0,0.0%,2024,8
Marquez Valdes-Scantling (NO),0.0,25.7%,2024,8
Russell Gage (SF),0.0,0.0%,2024,8
Chris Conley (SF),0.0,0.1%,2024,8
Phillip Dorsett II (ATL),0.0,0.0%,2024,8
Jamison Crowder (WAS),0.0,0.1%,2024,8
Chris Moore (WAS),0.0,0.0%,2024,8
Laquon Treadwell (IND),0.0,0.0%,2024,8
Dee Williams (NYG),-2.0,0.5%,2024,8
Jaxon Smith-Njigba (SEA),30.0,90.4%,2024,9
Zay Flowers (BAL),24.7,95.1%,2024,9
Demarcus Robinson (LAR),21.4,26.0%,2024,9
Garrett Wilson (NYJ),21.0,98.8%,2024,9
DeAndre Hopkins (KC),20.6,81.1%,2024,9
Quentin Johnston (LAC),18.0,52.7%,2024,9
Courtland Sutton (DEN),16.3,90.3%,2024,9
Davante Adams (NYJ),15.1,98.9%,2024,9
Darnell Mooney (ATL),14.8,70.5%,2024,9
DeVonta Smith (PHI),14.7,92.6%,2024,9
Justin Jefferson (MIN),14.6,99.8%,2024,9
Terry McLaurin (WAS),13.9,94.2%,2024,9
Cedric Tillman (CLE),13.5,28.1%,2024,9
Tank Dell (HOU),12.6,76.4%,2024,9
Joshua Palmer (LAC),12.3,14.8%,2024,9
Tyler Lockett (SEA),12.3,46.2%,2024,9
Amon-Ra St. Brown (DET),11.6,99.7%,2024,9
Jayden Reed (GB),11.3,88.5%,2024,9
Jordan Addison (MIN),11.1,86.0%,2024,9
Nick Westbrook-Ikhine (TEN),11.0,27.4%,2024,9
Jakobi Meyers (LV),10.5,71.1%,2024,9
Cooper Kupp (LAR),10.4,96.0%,2024,9
Rome Odunze (CHI),10.4,65.4%,2024,9
Xavier Legette (CAR),9.9,30.1%,2024,9
Ray-Ray McCloud III (ATL),9.5,19.3%,2024,9
Mack Hollins (BUF),9.0,0.8%,2024,9
Drake London (ATL),8.7,98.4%,2024,9
CeeDee Lamb (DAL),8.2,93.2%,2024,9
Tyreek Hill (MIA),8.0,99.2%,2024,9
Jalen Tolbert (DAL),7.9,10.6%,2024,9
Jerry Jeudy (CLE),7.3,75.9%,2024,9
Calvin Ridley (TEN),7.3,85.9%,2024,9
Andrei Iosivas (CIN),7.0,4.1%,2024,9
Sterling Shepard (TB),6.9,6.4%,2024,9
Jalen Nailor (MIN),6.7,9.1%,2024,9
Ladd McConkey (LAC),6.4,88.2%,2024,9
Ryan Miller (TB),6.1,0.0%,2024,9
Darius Slayton (NYG),6.0,7.5%,2024,9
Noah Brown (WAS),6.0,3.7%,2024,9
Josh Downs (IND),6.0,54.0%,2024,9
Malik Nabers (NYG),5.9,97.7%,2024,9
Christian Watson (GB),5.7,57.1%,2024,9
Jaylen Waddle (MIA),5.6,83.9%,2024,9
Khalil Shakir (BUF),5.0,78.3%,2024,9
Olamide Zaccheaus (WAS),4.8,3.8%,2024,9
Robert Woods (HOU),4.4,0.7%,2024,9
Cody White (SEA),4.4,0.0%,2024,9
Justin Watson (KC),4.3,0.7%,2024,9
Ja'Marr Chase (CIN),4.3,99.7%,2024,9
Brian Thomas Jr. (JAC),4.2,93.2%,2024,9
Kendrick Bourne (NE),4.1,2.0%,2024,9
Alec Pierce (IND),4.1,21.8%,2024,9
Keon Coleman (BUF),4.1,49.0%,2024,9
Parker Washington (JAC),4.1,3.0%,2024,9
Tyler Johnson (LAR),3.8,9.9%,2024,9
KaVontae Turpin (DAL),3.6,2.8%,2024,9
A.J. Brown (PHI),3.6,98.7%,2024,9
Keenan Allen (CHI),3.6,84.6%,2024,9
Jahan Dotson (PHI),3.6,7.0%,2024,9
Jalen Coker (CAR),3.6,9.2%,2024,9
DeMario Douglas (NE),3.5,19.2%,2024,9
Cedrick Wilson Jr. (NO),3.4,0.7%,2024,9
DJ Moore (CHI),3.3,94.8%,2024,9
Trey Palmer (TB),3.3,1.1%,2024,9
Nelson Agholor (BAL),2.9,0.4%,2024,9
Romeo Doubs (GB),2.8,47.8%,2024,9
Elijah Moore (CLE),2.8,20.7%,2024,9
Jalen Brooks (DAL),2.6,0.1%,2024,9
Rashod Bateman (BAL),2.5,26.5%,2024,9
Dyami Brown (WAS),2.4,0.7%,2024,9
Adonai Mitchell (IND),2.2,8.2%,2024,9
David Moore (CAR),2.0,1.4%,2024,9
Austin Trammell (JAC),2.0,0.0%,2024,9
Troy Franklin (DEN),1.9,3.0%,2024,9
Bo Melton (GB),1.9,0.6%,2024,9
Kayshon Boutte (NE),1.8,5.4%,2024,9
Mecole Hardman Jr. (KC),1.7,0.2%,2024,9
Ashton Dulin (IND),1.7,0.0%,2024,9
Tutu Atwell (LAR),1.6,2.7%,2024,9
Odell Beckham Jr. (FA),1.5,2.6%,2024,9
Michael Pittman Jr. (IND),1.4,81.0%,2024,9
Marvin Harrison Jr. (ARI),1.4,95.6%,2024,9
Ryan Flournoy (DAL),1.3,0.1%,2024,9
Chris Olave (NO),1.3,77.8%,2024,9
Tim Patrick (DET),1.2,4.7%,2024,9
Puka Nacua (LAR),1.1,97.1%,2024,9
Devaughn Vele (DEN),1.1,12.5%,2024,9
Lil'Jordan Humphrey (DEN),1.1,1.0%,2024,9
Wan'Dale Robinson (NYG),1.0,36.9%,2024,9
Tim Jones (JAC),1.0,0.0%,2024,9
Brandon Powell (MIN),0.9,0.1%,2024,9
KhaDarel Hodge (ATL),0.9,0.1%,2024,9
Kendric Pryor (CIN),0.9,0.0%,2024,9
Rakim Jarrett (TB),0.9,0.0%,2024,9
Malik Washington (MIA),0.9,2.9%,2024,9
Trent Sherfield Sr. (MIN),0.7,0.1%,2024,9
Ramel Keyton (LV),0.7,0.0%,2024,9
Mike Williams (PIT),0.6,13.6%,2024,9
Marquez Valdes-Scantling (NO),0.5,25.7%,2024,9
Tre Tucker (LV),0.5,7.9%,2024,9
Marvin Mims Jr. (DEN),0.4,7.2%,2024,9
Tyler Boyd (TEN),0.3,3.1%,2024,9
Jha'Quan Jackson (TEN),0.3,0.1%,2024,9
Ainias Smith (PHI),0.2,0.1%,2024,9
Allen Robinson II (DET),0.2,0.1%,2024,9
Dee Eskridge (MIA),0.0,0.0%,2024,9
Jaelon Darden (SEA),0.0,0.0%,2024,9
Dax Milne (CAR),0.0,0.0%,2024,9
Cornell Powell (SEA),0.0,0.0%,2024,9
Chris Blair (ATL),0.0,0.0%,2024,9
Ben Skowronek (PIT),0.0,0.0%,2024,9
Javon Baker (NE),0.0,1.8%,2024,9
Steven Sims Jr. (BAL),0.0,0.0%,2024,9
D.J. Montgomery (IND),0.0,0.0%,2024,9
Tom Kennedy (DET),0.0,0.0%,2024,9
Malik Taylor (NYJ),0.0,0.0%,2024,9
Deonte Harty (BAL),0.0,0.1%,2024,9
Alex Bachman (LV),0.0,0.0%,2024,9
Nsimba Webster (CHI),0.0,0.0%,2024,9
Quintez Cephus (LAR),0.0,0.0%,2024,9
James Proche II (CLE),0.0,0.0%,2024,9
Isaiah Hodgins (SF),0.0,0.0%,2024,9
Gabe Davis (JAC),0.0,20.5%,2024,9
Devin Duvernay (JAC),0.0,0.2%,2024,9
Gunner Olszewski (NYG),0.0,0.0%,2024,9
KJ Hamler (BUF),0.0,0.0%,2024,9
Tee Higgins (CIN),0.0,95.3%,2024,9
Jalen Reagor (LAC),0.0,0.0%,2024,9
Laviska Shenault Jr. (FA),0.0,0.1%,2024,9
Brandon Aiyuk (SF),0.0,53.8%,2024,9
Easop Winston Jr. (NYJ),0.0,0.0%,2024,9
Parris Campbell (PHI),0.0,0.0%,2024,9
Cody Thompson (TB),0.0,0.0%,2024,9
David Sills (ATL),0.0,0.0%,2024,9
Greg Dortch (ARI),0.0,6.2%,2024,9
Trenton Irwin (FA),0.0,0.1%,2024,9
Diontae Johnson (FA),0.0,51.5%,2024,9
Stanley Morgan Jr. (TEN),0.0,0.0%,2024,9
Juwann Winfree (IND),0.0,0.0%,2024,9
Quinton Bell (MIA),0.0,0.1%,2024,9
Van Jefferson (PIT),0.0,0.9%,2024,9
Marquez Callaway (TB),0.0,0.0%,2024,9
Nico Collins (HOU),0.0,98.8%,2024,9
Ihmir Smith-Marsette (NYG),0.0,0.1%,2024,9
Dan Chisena (CAR),0.0,0.0%,2024,9
Dez Fitzpatrick (LAC),0.0,0.0%,2024,9
Anthony Schwartz (MIA),0.0,0.0%,2024,9
Seth Williams (DAL),0.0,0.0%,2024,9
Andre Baccellia (ARI),0.0,0.0%,2024,9
K.J. Osborn (WAS),0.0,1.5%,2024,9
Quez Watkins (ARI),0.0,0.0%,2024,9
Rondale Moore (ATL),0.0,0.8%,2024,9
Justyn Ross (KC),0.0,0.0%,2024,9
Tylan Wallace (BAL),0.0,0.1%,2024,9
Mason Kinsey (TEN),0.0,0.0%,2024,9
Tarik Black (MIA),0.0,0.0%,2024,9
Jauan Jennings (SF),0.0,80.0%,2024,9
Lawrence Cager (WAS),0.0,0.0%,2024,9
Trishton Jackson (ARI),0.0,0.0%,2024,9
Kristian Wilkerson (LV),0.0,0.0%,2024,9
Malik Cunningham (BAL),0.0,0.0%,2024,9
Dylan Drummond (ATL),0.0,0.0%,2024,9
John Stephens Jr. (DAL),0.0,0.0%,2024,9
Lucky Jackson (MIN),0.0,0.0%,2024,9
Tyrell Shavers (BUF),0.0,0.0%,2024,9
Jason Brownlee (KC),0.0,0.0%,2024,9
Zavier Scott (MIN),0.0,0.0%,2024,9
T.J. Luther (CAR),0.0,0.0%,2024,9
Xavier Gipson (NYJ),0.0,0.6%,2024,9
Nikko Remigio (KC),0.0,0.1%,2024,9
Devontez Walker (BAL),0.0,1.5%,2024,9
Shedrick Jackson (LV),0.0,0.0%,2024,9
Jesse Matthews (ATL),0.0,0.0%,2024,9
Jalen Cropper (DAL),0.0,0.0%,2024,9
Bryce Ford-Wheaton (NYG),0.0,0.0%,2024,9
Maurice Alexander (CHI),0.0,0.0%,2024,9
Jalin Hyatt (NYG),0.0,2.2%,2024,9
Jake Bobo (SEA),0.0,0.2%,2024,9
Jacob Cowing (SF),0.0,0.6%,2024,9
Johnny Wilson (PHI),0.0,0.2%,2024,9
Xavier Hutchinson (HOU),0.0,0.7%,2024,9
Michael Wilson (ARI),0.0,10.7%,2024,9
Derius Davis (LAC),0.0,0.3%,2024,9
Charlie Jones (CIN),0.0,0.1%,2024,9
Xavier Smith (LAR),0.0,0.0%,2024,9
Brycen Tremayne (WAS),0.0,0.0%,2024,9
Malik Heath (GB),0.0,0.1%,2024,9
Thayer Thomas (MIN),0.0,0.0%,2024,9
Tyler Scott (CHI),0.0,0.1%,2024,9
Antoine Green (DET),0.0,0.0%,2024,9
Colton Dowell (TEN),0.0,0.0%,2024,9
Grant DuBose (MIA),0.0,0.0%,2024,9
Jared Wayne (HOU),0.0,0.0%,2024,9
Elijah Cooks (FA),0.0,0.0%,2024,9
Kazmeir Allen (WAS),0.0,0.0%,2024,9
Qadir Ismail (BAL),0.0,0.0%,2024,9
David White Jr. (JAC),0.0,0.0%,2024,9
Cole Burgess (CIN),0.0,0.0%,2024,9
Dee Williams (NYG),0.0,0.5%,2024,9
Julian Hicks (GB),0.0,0.0%,2024,9
John Jiles (NE),0.0,0.0%,2024,9
Tanner Knue (TB),0.0,0.0%,2024,9
John Jackson III (CHI),0.0,0.0%,2024,9
Kameron Johnson (TB),0.0,0.0%,2024,9
Luke McCaffrey (WAS),0.0,2.5%,2024,9
Brenden Rice (LAC),0.0,1.3%,2024,9
Bub Means (NO),0.0,1.0%,2024,9
Joshua Cephus (JAC),0.0,0.0%,2024,9
Isaiah Williams (CIN),0.0,0.1%,2024,9
John Rhys Plumlee (SEA),0.0,0.0%,2024,9
Tahj Washington (MIA),0.0,0.0%,2024,9
Ricky Pearsall (SF),0.0,17.3%,2024,9
Ja'Lynn Polk (NE),0.0,5.2%,2024,9
Roman Wilson (PIT),0.0,2.2%,2024,9
Jamari Thrash (CLE),0.0,0.1%,2024,9
Ajou Ajou (IND),0.0,0.0%,2024,9
Jeff Foreman (LV),0.0,0.0%,2024,9
Jaylen Johnson (LAC),0.0,0.0%,2024,9
Mason Tipton (NO),0.0,0.8%,2024,9
Terique Owens (SF),0.0,0.0%,2024,9
JaQuae Jackson (NE),0.0,0.0%,2024,9
Bryce Oliver (TEN),0.0,0.0%,2024,9
Jeshaun Jones (MIN),0.0,0.0%,2024,9
Tejhaun Palmer (ARI),0.0,0.0%,2024,9
Anthony Gould (IND),0.0,0.0%,2024,9
Tulu Griffin (GB),0.0,0.0%,2024,9
Dayton Wade (BAL),0.0,0.0%,2024,9
Casey Washington (ATL),0.0,0.0%,2024,9
Drake Stoops (LAR),0.0,0.0%,2024,9
Xavier Johnson (HOU),0.0,0.0%,2024,9
Michael Strachan (WAS),0.0,0.0%,2024,9
Brandon Smith (NYJ),0.0,0.0%,2024,9
DJ Turner (LV),0.0,0.6%,2024,9
Simi Fehoko (LAC),0.0,1.0%,2024,9
Terrace Marshall Jr. (LV),0.0,0.0%,2024,9
Samori Toure (CHI),0.0,0.0%,2024,9
Michael Woods II (CLE),0.0,0.1%,2024,9
Kyle Philips (PHI),0.0,0.0%,2024,9
Skyy Moore (KC),0.0,0.1%,2024,9
Xavier Weaver (ARI),0.0,0.0%,2024,9
Erik Ezukanma (MIA),0.0,0.0%,2024,9
Michael Bandy (DEN),0.0,0.0%,2024,9
Calvin Austin III (PIT),0.0,4.7%,2024,9
Jameson Williams (DET),0.0,86.4%,2024,9
Jalen McMillan (TB),0.0,52.3%,2024,9
George Pickens (PIT),0.0,93.4%,2024,9
Collin Johnson (CHI),0.0,0.0%,2024,9
Jermaine Burton (CIN),0.0,2.1%,2024,9
Ronnie Bell (DET),0.0,0.0%,2024,9
Cornelius Johnson (GB),0.0,0.0%,2024,9
Kearis Jackson (HOU),0.0,0.0%,2024,9
John Metchie III (HOU),0.0,0.8%,2024,9
Treylon Burks (TEN),0.0,1.4%,2024,9
Tyquan Thornton (KC),0.0,0.1%,2024,9
Ontaria Wilson (NYJ),0.0,0.0%,2024,9
David Bell (CLE),0.0,0.0%,2024,9
Rashee Rice (KC),0.0,32.0%,2024,9
Jordan Whittington (LAR),0.0,1.6%,2024,9
Jonathan Mingo (DAL),0.0,1.3%,2024,9
Makai Polk (ATL),0.0,0.0%,2024,9
Kevin Austin Jr. (NO),0.0,0.2%,2024,9
Tay Martin (TEN),0.0,0.0%,2024,9
Lance McCutcheon (PIT),0.0,0.0%,2024,9
Kaden Davis (CLE),0.0,0.0%,2024,9
Tyreik McAllister (LV),0.0,0.0%,2024,9
Rashid Shaheed (NO),0.0,20.4%,2024,9
Montrell Washington (KC),0.0,0.0%,2024,9
Dareke Young (SEA),0.0,0.0%,2024,9
Dennis Houston (TB),0.0,0.0%,2024,9
Irvin Charles (NYJ),0.0,0.0%,2024,9
Johnny Johnson III (HOU),0.0,0.0%,2024,9
Brandon Johnson (PIT),0.0,0.0%,2024,9
Jalen Virgil (BUF),0.0,0.0%,2024,9
Justin Shorter (LV),0.0,0.0%,2024,9
Velus Jones Jr. (CAR),0.0,0.1%,2024,9
Danny Gray (PHI),0.0,0.0%,2024,9
Britain Covey (PHI),0.0,0.1%,2024,9
A.T. Perry (DEN),0.0,2.3%,2024,9
Dontayvion Wicks (GB),0.0,14.7%,2024,9
Mitchell Tinsley (WAS),0.0,0.0%,2024,9
Patrick Edwards (DET),0.0,0.0%,2024,9
Jordan Matthews (CAR),0.0,0.0%,2024,9
Brandin Cooks (DAL),0.0,25.4%,2024,9
Mike Evans (TB),0.0,98.6%,2024,9
Kenny McKinley (DEN),0.0,0.0%,2024,9
Mike Furrey (WAS),0.0,0.0%,2024,9
Maurice Purify (CIN),0.0,0.0%,2024,9
Nate Hughes (JAC),0.0,0.0%,2024,9
Marko Mitchell (MIN),0.0,0.0%,2024,9
Bobby Wade (WAS),0.0,0.0%,2024,9
Chris Henry (CIN),0.0,0.0%,2024,9
Demario Ballard (DET),0.0,0.0%,2024,9
Rod Harper (PHI),0.0,0.0%,2024,9
Sam Giguere (NYG),0.0,0.0%,2024,9
Adam Thielen (CAR),0.0,70.1%,2024,9
Justin Hardee Sr. (TEN),0.0,0.0%,2024,9
Zach Pascal (ARI),0.0,0.0%,2024,9
Chris Godwin (TB),0.0,36.7%,2024,9
JuJu Smith-Schuster (KC),0.0,3.8%,2024,9
Zay Jones (ARI),0.0,1.8%,2024,9
Curtis Samuel (BUF),0.0,10.4%,2024,9
Trent Taylor (SF),0.0,0.0%,2024,9
Josh Reynolds (JAC),0.0,4.4%,2024,9
DK Metcalf (SEA),0.0,96.7%,2024,9
Marquise Brown (KC),0.0,33.2%,2024,9
Kelvin Harmon (DAL),0.0,0.0%,2024,9
Deebo Samuel Sr. (SF),0.0,94.2%,2024,9
Dante Pettis (NO),0.0,0.1%,2024,9
Christian Kirk (JAC),0.0,44.7%,2024,9
Braxton Berrios (MIA),0.0,0.2%,2024,9
DJ Chark Jr. (LAC),0.0,2.4%,2024,9
Allen Lazard (NYJ),0.0,9.6%,2024,9
River Cracraft (MIA),0.0,0.1%,2024,9
Anthony Miller (BAL),0.0,0.0%,2024,9
Russell Gage (SF),0.0,0.0%,2024,9
Chris Conley (SF),0.0,0.1%,2024,9
DeAndre Carter (CHI),0.0,0.1%,2024,9
Stefon Diggs (HOU),0.0,37.5%,2024,9
Phillip Dorsett II (ATL),0.0,0.0%,2024,9
Jamison Crowder (WAS),0.0,0.1%,2024,9
Amari Cooper (BUF),0.0,79.7%,2024,9
Kalif Raymond (DET),0.0,0.9%,2024,9
Chris Moore (WAS),0.0,0.0%,2024,9
Laquon Treadwell (IND),0.0,0.0%,2024,9
Jermaine Jackson (FA),-0.1,0.0%,2024,9
Deven Thompkins (CAR),-0.2,0.0%,2024,9
Malachi Corley (NYJ),-0.2,2.3%,2024,9
Xavier Worthy (KC),-1.0,78.4%,2024,9
Ja'Marr Chase (CIN),44.4,99.7%,2024,10
Marquez Valdes-Scantling (NO),22.9,25.7%,2024,10
Calvin Ridley (TEN),20.4,85.9%,2024,10
Tylan Wallace (BAL),17.5,0.1%,2024,10
George Pickens (PIT),15.5,93.4%,2024,10
Alec Pierce (IND),14.1,21.8%,2024,10
John Metchie III (HOU),13.4,0.8%,2024,10
Ricky Pearsall (SF),13.3,17.3%,2024,10
Courtland Sutton (DEN),13.0,90.3%,2024,10
Amon-Ra St. Brown (DET),12.0,99.7%,2024,10
Marvin Harrison Jr. (ARI),11.4,95.6%,2024,10
Rashod Bateman (BAL),11.4,26.5%,2024,10
Terry McLaurin (WAS),11.3,94.2%,2024,10
A.J. Brown (PHI),10.9,98.7%,2024,10
Devaughn Vele (DEN),9.9,12.5%,2024,10
Puka Nacua (LAR),9.8,97.1%,2024,10
Drake London (ATL),9.7,98.4%,2024,10
Darnell Mooney (ATL),9.6,70.5%,2024,10
Malik Washington (MIA),9.5,2.9%,2024,10
Jauan Jennings (SF),9.3,80.0%,2024,10
Mike Williams (PIT),9.2,13.6%,2024,10
Tyreek Hill (MIA),8.7,99.2%,2024,10
Mack Hollins (BUF),8.6,0.8%,2024,10
Quentin Johnston (LAC),8.4,52.7%,2024,10
Cooper Kupp (LAR),8.0,96.0%,2024,10
Deebo Samuel Sr. (SF),7.6,94.2%,2024,10
Josh Downs (IND),7.2,54.0%,2024,10
Adonai Mitchell (IND),7.1,8.2%,2024,10
Nelson Agholor (BAL),6.6,0.4%,2024,10
Johnny Wilson (PHI),6.5,0.2%,2024,10
Ja'Lynn Polk (NE),6.2,5.2%,2024,10
Khalil Shakir (BUF),5.8,78.3%,2024,10
DeAndre Hopkins (KC),5.6,81.1%,2024,10
Jaylen Waddle (MIA),5.6,83.9%,2024,10
Jameson Williams (DET),5.3,86.4%,2024,10
Ladd McConkey (LAC),5.2,88.2%,2024,10
Wan'Dale Robinson (NYG),5.1,36.9%,2024,10
DeMario Douglas (NE),5.0,19.2%,2024,10
Justin Jefferson (MIN),4.8,99.8%,2024,10
Malik Nabers (NYG),4.8,97.7%,2024,10
Kayshon Boutte (NE),4.7,5.4%,2024,10
Keenan Allen (CHI),4.4,84.6%,2024,10
Jalen Coker (CAR),4.1,9.2%,2024,10
Garrett Wilson (NYJ),4.1,98.8%,2024,10
Xavier Legette (CAR),4.0,30.1%,2024,10
Jalin Hyatt (NYG),3.9,2.2%,2024,10
Ray-Ray McCloud III (ATL),3.6,19.3%,2024,10
Kevin Austin Jr. (NO),3.6,0.2%,2024,10
Joshua Palmer (LAC),3.6,14.8%,2024,10
Curtis Samuel (BUF),3.5,10.4%,2024,10
Zay Flowers (BAL),3.4,95.1%,2024,10
Tank Dell (HOU),3.3,76.4%,2024,10
Noah Brown (WAS),3.3,3.7%,2024,10
Nick Westbrook-Ikhine (TEN),3.1,27.4%,2024,10
Davante Adams (NYJ),3.1,98.9%,2024,10
Marvin Mims Jr. (DEN),3.0,7.2%,2024,10
Andrei Iosivas (CIN),2.9,4.1%,2024,10
Jordan Addison (MIN),2.9,86.0%,2024,10
Jahan Dotson (PHI),2.7,7.0%,2024,10
DJ Moore (CHI),2.7,94.8%,2024,10
Tyler Johnson (LAR),2.5,9.9%,2024,10
Michael Wilson (ARI),2.4,10.7%,2024,10
CeeDee Lamb (DAL),2.4,93.2%,2024,10
Demarcus Robinson (LAR),2.3,26.0%,2024,10
Rome Odunze (CHI),2.3,65.4%,2024,10
Bryce Oliver (TEN),2.3,0.0%,2024,10
Derius Davis (LAC),2.3,0.3%,2024,10
Lil'Jordan Humphrey (DEN),2.3,1.0%,2024,10
Luke McCaffrey (WAS),2.3,2.5%,2024,10
Calvin Austin III (PIT),2.0,4.7%,2024,10
Gabe Davis (JAC),1.9,20.5%,2024,10
David Moore (CAR),1.8,1.4%,2024,10
Odell Beckham Jr. (FA),1.7,2.6%,2024,10
Jalen Tolbert (DAL),1.4,10.6%,2024,10
DeVonta Smith (PHI),1.4,92.6%,2024,10
Brian Thomas Jr. (JAC),1.2,93.2%,2024,10
Ryan Miller (TB),1.1,0.0%,2024,10
Trent Sherfield Sr. (MIN),1.1,0.1%,2024,10
Jermaine Burton (CIN),1.1,2.1%,2024,10
Xavier Worthy (KC),1.1,78.4%,2024,10
Sterling Shepard (TB),1.0,6.4%,2024,10
Rakim Jarrett (TB),1.0,0.0%,2024,10
Troy Franklin (DEN),0.9,3.0%,2024,10
Dante Pettis (NO),0.8,0.1%,2024,10
